Wavelength (nm)	Dark	Wavelength (nm)	Reference	Wavelength (nm)	Sample 1 - 08.11.2019-11:35:13	Wavelength (nm)	Sample 2 - 08.11.2019-11:40:21	Wavelength (nm)	Sample 3 - 08.11.2019-11:45:29
1160.800	9462.000	1160.800	4.000	1160.800	-0.574	1160.800	NaN	1160.800	NaN
1162.800	9596.000	1162.800	0.000	1162.800	-Inf	1162.800	NaN	1162.800	-Inf
1164.800	9526.000	1164.800	0.000	1164.800	-Inf	1164.800	NaN	1164.800	NaN
1166.800	9500.000	1166.800	0.000	1166.800	-Inf	1166.800	NaN	1166.800	NaN
1168.700	9495.000	1168.700	0.000	1168.700	NaN	1168.700	NaN	1168.700	NaN
1170.700	9535.000	1170.700	0.000	1170.700	-Inf	1170.700	NaN	1170.700	NaN
1172.700	9586.000	1172.700	0.000	1172.700	-Inf	1172.700	NaN	1172.700	-Inf
1174.700	9554.000	1174.700	0.000	1174.700	-Inf	1174.700	NaN	1174.700	NaN
1176.700	9508.000	1176.700	0.000	1176.700	-Inf	1176.700	NaN	1176.700	NaN
1178.600	9554.000	1178.600	6.000	1178.600	NaN	1178.600	NaN	1178.600	NaN
1180.600	9544.000	1180.600	0.000	1180.600	-Inf	1180.600	NaN	1180.600	NaN
1182.600	9546.000	1182.600	0.000	1182.600	-Inf	1182.600	-Inf	1182.600	-Inf
1184.600	9508.000	1184.600	0.000	1184.600	NaN	1184.600	NaN	1184.600	NaN
1186.500	9533.000	1186.500	0.000	1186.500	-Inf	1186.500	-Inf	1186.500	NaN
1188.500	9488.000	1188.500	0.000	1188.500	NaN	1188.500	NaN	1188.500	NaN
1190.500	9577.000	1190.500	0.000	1190.500	NaN	1190.500	NaN	1190.500	-Inf
1192.500	9524.000	1192.500	0.000	1192.500	-Inf	1192.500	NaN	1192.500	NaN
1194.500	9511.000	1194.500	0.000	1194.500	-Inf	1194.500	NaN	1194.500	NaN
1196.400	9474.000	1196.400	0.000	1196.400	-Inf	1196.400	NaN	1196.400	-Inf
1198.400	9582.000	1198.400	0.000	1198.400	-Inf	1198.400	NaN	1198.400	NaN
1200.400	9620.000	1200.400	0.000	1200.400	-Inf	1200.400	NaN	1200.400	NaN
1202.400	9424.000	1202.400	0.000	1202.400	NaN	1202.400	NaN	1202.400	-Inf
1204.300	9515.000	1204.300	0.000	1204.300	-Inf	1204.300	NaN	1204.300	-Inf
1206.300	9562.000	1206.300	0.000	1206.300	NaN	1206.300	NaN	1206.300	NaN
1208.300	9651.000	1208.300	0.000	1208.300	NaN	1208.300	NaN	1208.300	NaN
1210.300	9525.000	1210.300	0.000	1210.300	NaN	1210.300	NaN	1210.300	-Inf
1212.300	9516.000	1212.300	0.000	1212.300	-Inf	1212.300	NaN	1212.300	NaN
1214.200	9502.000	1214.200	0.000	1214.200	-Inf	1214.200	NaN	1214.200	NaN
1216.200	9582.000	1216.200	0.000	1216.200	NaN	1216.200	NaN	1216.200	NaN
1218.200	9478.000	1218.200	0.000	1218.200	-Inf	1218.200	-Inf	1218.200	NaN
1220.200	9411.000	1220.200	0.000	1220.200	-Inf	1220.200	NaN	1220.200	NaN
1222.100	9516.000	1222.100	0.000	1222.100	-Inf	1222.100	NaN	1222.100	-Inf
1224.100	9480.000	1224.100	0.000	1224.100	-Inf	1224.100	-Inf	1224.100	-Inf
1226.100	9482.000	1226.100	0.000	1226.100	-Inf	1226.100	NaN	1226.100	-Inf
1228.100	9466.000	1228.100	0.000	1228.100	-Inf	1228.100	NaN	1228.100	NaN
1230.000	9534.000	1230.000	0.000	1230.000	NaN	1230.000	NaN	1230.000	NaN
1232.000	9480.000	1232.000	0.000	1232.000	-Inf	1232.000	NaN	1232.000	NaN
1234.000	9563.000	1234.000	0.000	1234.000	NaN	1234.000	NaN	1234.000	NaN
1236.000	9509.000	1236.000	0.000	1236.000	-Inf	1236.000	NaN	1236.000	NaN
1238.000	9603.000	1238.000	0.000	1238.000	NaN	1238.000	NaN	1238.000	NaN
1239.900	9466.000	1239.900	0.000	1239.900	-Inf	1239.900	-Inf	1239.900	-Inf
1241.900	9515.000	1241.900	0.000	1241.900	-Inf	1241.900	NaN	1241.900	NaN
1243.900	9497.000	1243.900	0.000	1243.900	-Inf	1243.900	NaN	1243.900	NaN
1245.900	9472.000	1245.900	0.000	1245.900	-Inf	1245.900	NaN	1245.900	NaN
1247.800	9524.000	1247.800	0.000	1247.800	-Inf	1247.800	NaN	1247.800	NaN
1249.800	9522.000	1249.800	0.000	1249.800	NaN	1249.800	NaN	1249.800	NaN
1251.800	9496.000	1251.800	0.000	1251.800	-Inf	1251.800	NaN	1251.800	NaN
1253.800	9508.000	1253.800	0.000	1253.800	-Inf	1253.800	-Inf	1253.800	NaN
1255.700	9471.000	1255.700	0.000	1255.700	NaN	1255.700	NaN	1255.700	NaN
1257.700	9596.000	1257.700	0.000	1257.700	-Inf	1257.700	NaN	1257.700	NaN
1259.700	9521.000	1259.700	0.000	1259.700	-Inf	1259.700	-Inf	1259.700	NaN
1261.700	9526.000	1261.700	0.000	1261.700	-Inf	1261.700	NaN	1261.700	NaN
1263.600	9596.000	1263.600	0.000	1263.600	NaN	1263.600	-Inf	1263.600	-Inf
1265.600	9750.000	1265.600	0.000	1265.600	NaN	1265.600	-Inf	1265.600	NaN
1267.600	9499.000	1267.600	0.000	1267.600	-Inf	1267.600	-Inf	1267.600	-Inf
1269.600	9527.000	1269.600	0.000	1269.600	-Inf	1269.600	NaN	1269.600	NaN
1271.600	9592.000	1271.600	0.000	1271.600	NaN	1271.600	NaN	1271.600	NaN
1273.500	9500.000	1273.500	0.000	1273.500	-Inf	1273.500	-Inf	1273.500	NaN
1275.500	9650.000	1275.500	0.000	1275.500	-Inf	1275.500	NaN	1275.500	NaN
1277.500	9556.000	1277.500	0.000	1277.500	-Inf	1277.500	NaN	1277.500	NaN
1279.500	9529.000	1279.500	0.000	1279.500	NaN	1279.500	NaN	1279.500	NaN
1281.400	9468.000	1281.400	0.000	1281.400	-Inf	1281.400	-Inf	1281.400	NaN
1283.400	9610.000	1283.400	0.000	1283.400	NaN	1283.400	NaN	1283.400	-Inf
1285.400	9565.000	1285.400	0.000	1285.400	-Inf	1285.400	-Inf	1285.400	NaN
1287.400	9477.000	1287.400	0.000	1287.400	-Inf	1287.400	-Inf	1287.400	NaN
1289.300	9490.000	1289.300	0.000	1289.300	-Inf	1289.300	NaN	1289.300	NaN
1291.300	9505.000	1291.300	0.000	1291.300	-Inf	1291.300	NaN	1291.300	NaN
1293.300	9636.000	1293.300	0.000	1293.300	-Inf	1293.300	-Inf	1293.300	NaN
1295.300	9497.000	1295.300	0.000	1295.300	NaN	1295.300	NaN	1295.300	NaN
1297.200	9471.000	1297.200	0.000	1297.200	NaN	1297.200	NaN	1297.200	NaN
1299.200	9522.000	1299.200	0.000	1299.200	-Inf	1299.200	NaN	1299.200	NaN
1301.200	9543.000	1301.200	0.000	1301.200	-Inf	1301.200	NaN	1301.200	NaN
1303.200	9536.000	1303.200	0.000	1303.200	NaN	1303.200	NaN	1303.200	NaN
1305.100	9566.000	1305.100	14.000	1305.100	-0.176	1305.100	-0.030	1305.100	0.447
1307.100	9444.000	1307.100	0.000	1307.100	NaN	1307.100	NaN	1307.100	NaN
1309.100	9510.000	1309.100	3.000	1309.100	NaN	1309.100	NaN	1309.100	NaN
1311.100	9550.000	1311.100	0.000	1311.100	-Inf	1311.100	-Inf	1311.100	NaN
1313.100	9582.000	1313.100	0.000	1313.100	-Inf	1313.100	NaN	1313.100	NaN
1315.000	9541.000	1315.000	0.000	1315.000	NaN	1315.000	NaN	1315.000	-Inf
1317.000	9562.000	1317.000	0.000	1317.000	-Inf	1317.000	-Inf	1317.000	NaN
1319.000	9592.000	1319.000	0.000	1319.000	-Inf	1319.000	NaN	1319.000	NaN
1321.000	9601.000	1321.000	0.000	1321.000	NaN	1321.000	NaN	1321.000	-Inf
1322.900	9553.000	1322.900	0.000	1322.900	-Inf	1322.900	NaN	1322.900	NaN
1324.900	9549.000	1324.900	0.000	1324.900	-Inf	1324.900	NaN	1324.900	NaN
1326.900	9559.000	1326.900	0.000	1326.900	-Inf	1326.900	NaN	1326.900	NaN
1328.900	9597.000	1328.900	0.000	1328.900	NaN	1328.900	NaN	1328.900	NaN
1330.800	9463.000	1330.800	0.000	1330.800	-Inf	1330.800	NaN	1330.800	-Inf
1332.800	9586.000	1332.800	0.000	1332.800	-Inf	1332.800	NaN	1332.800	NaN
1334.800	9631.000	1334.800	0.000	1334.800	-Inf	1334.800	NaN	1334.800	NaN
1336.800	9529.000	1336.800	0.000	1336.800	NaN	1336.800	NaN	1336.800	NaN
1338.700	9527.000	1338.700	0.000	1338.700	NaN	1338.700	NaN	1338.700	NaN
1340.700	9569.000	1340.700	0.000	1340.700	-Inf	1340.700	NaN	1340.700	NaN
1342.700	9477.000	1342.700	0.000	1342.700	-Inf	1342.700	NaN	1342.700	NaN
1344.700	9515.000	1344.700	0.000	1344.700	NaN	1344.700	NaN	1344.700	NaN
1346.600	9545.000	1346.600	0.000	1346.600	-Inf	1346.600	NaN	1346.600	NaN
1348.600	9531.000	1348.600	0.000	1348.600	NaN	1348.600	NaN	1348.600	NaN
1350.600	9470.000	1350.600	0.000	1350.600	NaN	1350.600	-Inf	1350.600	NaN
1352.600	9652.000	1352.600	0.000	1352.600	-Inf	1352.600	NaN	1352.600	NaN
1354.500	9542.000	1354.500	0.000	1354.500	NaN	1354.500	NaN	1354.500	NaN
1356.500	9555.000	1356.500	0.000	1356.500	-Inf	1356.500	-Inf	1356.500	NaN
1358.500	9564.000	1358.500	0.000	1358.500	-Inf	1358.500	NaN	1358.500	NaN
1360.500	9565.000	1360.500	0.000	1360.500	-Inf	1360.500	NaN	1360.500	NaN
1362.400	9576.000	1362.400	0.000	1362.400	-Inf	1362.400	NaN	1362.400	-Inf
1364.400	9607.000	1364.400	0.000	1364.400	-Inf	1364.400	NaN	1364.400	NaN
1366.400	9523.000	1366.400	0.000	1366.400	-Inf	1366.400	NaN	1366.400	NaN
1368.400	9535.000	1368.400	0.000	1368.400	NaN	1368.400	NaN	1368.400	NaN
1370.300	9523.000	1370.300	0.000	1370.300	-Inf	1370.300	NaN	1370.300	NaN
1372.300	9571.000	1372.300	0.000	1372.300	NaN	1372.300	-Inf	1372.300	NaN
1374.300	9518.000	1374.300	0.000	1374.300	NaN	1374.300	-Inf	1374.300	NaN
1376.300	9533.000	1376.300	0.000	1376.300	-Inf	1376.300	NaN	1376.300	NaN
1378.200	9542.000	1378.200	0.000	1378.200	NaN	1378.200	NaN	1378.200	NaN
1380.200	9550.000	1380.200	0.000	1380.200	-Inf	1380.200	NaN	1380.200	NaN
1382.200	9587.000	1382.200	0.000	1382.200	-Inf	1382.200	NaN	1382.200	NaN
1384.200	9539.000	1384.200	0.000	1384.200	NaN	1384.200	NaN	1384.200	NaN
1386.100	9516.000	1386.100	0.000	1386.100	NaN	1386.100	-Inf	1386.100	NaN
1388.100	9593.000	1388.100	0.000	1388.100	-Inf	1388.100	NaN	1388.100	NaN
1390.100	9504.000	1390.100	7.000	1390.100	Inf	1390.100	NaN	1390.100	NaN
1392.100	9498.000	1392.100	0.000	1392.100	-Inf	1392.100	NaN	1392.100	NaN
1394.000	9414.000	1394.000	0.000	1394.000	-Inf	1394.000	NaN	1394.000	NaN
1396.000	9526.000	1396.000	0.000	1396.000	NaN	1396.000	NaN	1396.000	NaN
1398.000	9650.000	1398.000	0.000	1398.000	-Inf	1398.000	NaN	1398.000	NaN
1400.000	9545.000	1400.000	0.000	1400.000	NaN	1400.000	NaN	1400.000	NaN
1401.900	9497.000	1401.900	0.000	1401.900	NaN	1401.900	NaN	1401.900	NaN
1403.900	9575.000	1403.900	0.000	1403.900	-Inf	1403.900	NaN	1403.900	NaN
1405.900	9462.000	1405.900	7.000	1405.900	NaN	1405.900	NaN	1405.900	0.845
1407.900	9515.000	1407.900	0.000	1407.900	NaN	1407.900	NaN	1407.900	NaN
1409.800	9548.000	1409.800	0.000	1409.800	-Inf	1409.800	NaN	1409.800	NaN
1411.800	9527.000	1411.800	0.000	1411.800	NaN	1411.800	NaN	1411.800	NaN
1413.800	9540.000	1413.800	0.000	1413.800	-Inf	1413.800	NaN	1413.800	NaN
1415.700	9508.000	1415.700	0.000	1415.700	-Inf	1415.700	NaN	1415.700	NaN
1417.700	9516.000	1417.700	0.000	1417.700	NaN	1417.700	NaN	1417.700	NaN
1419.700	9516.000	1419.700	0.000	1419.700	NaN	1419.700	NaN	1419.700	NaN
1421.700	9483.000	1421.700	0.000	1421.700	NaN	1421.700	NaN	1421.700	NaN
1423.600	9503.000	1423.600	0.000	1423.600	NaN	1423.600	NaN	1423.600	NaN
1425.600	9448.000	1425.600	0.000	1425.600	-Inf	1425.600	NaN	1425.600	-Inf
1427.600	9478.000	1427.600	0.000	1427.600	-Inf	1427.600	-Inf	1427.600	NaN
1429.600	9460.000	1429.600	0.000	1429.600	NaN	1429.600	NaN	1429.600	NaN
1431.500	9525.000	1431.500	0.000	1431.500	-Inf	1431.500	NaN	1431.500	NaN
1433.500	9491.000	1433.500	13.000	1433.500	NaN	1433.500	NaN	1433.500	NaN
1435.500	9484.000	1435.500	0.000	1435.500	NaN	1435.500	NaN	1435.500	NaN
1437.500	9515.000	1437.500	0.000	1437.500	NaN	1437.500	NaN	1437.500	NaN
1439.400	9519.000	1439.400	0.000	1439.400	-Inf	1439.400	NaN	1439.400	NaN
1441.400	9438.000	1441.400	0.000	1441.400	NaN	1441.400	NaN	1441.400	NaN
1443.400	9487.000	1443.400	0.000	1443.400	NaN	1443.400	NaN	1443.400	NaN
1445.400	9513.000	1445.400	0.000	1445.400	-Inf	1445.400	-Inf	1445.400	NaN
1447.300	9516.000	1447.300	0.000	1447.300	NaN	1447.300	-Inf	1447.300	NaN
1449.300	9505.000	1449.300	0.000	1449.300	-Inf	1449.300	NaN	1449.300	NaN
1451.300	9543.000	1451.300	0.000	1451.300	-Inf	1451.300	NaN	1451.300	NaN
1453.300	9507.000	1453.300	0.000	1453.300	NaN	1453.300	NaN	1453.300	NaN
1455.200	9551.000	1455.200	11.000	1455.200	0.439	1455.200	NaN	1455.200	NaN
1457.200	9478.000	1457.200	0.000	1457.200	NaN	1457.200	NaN	1457.200	NaN
1459.200	9409.000	1459.200	0.000	1459.200	NaN	1459.200	NaN	1459.200	NaN
1461.200	9681.000	1461.200	0.000	1461.200	-Inf	1461.200	NaN	1461.200	NaN
1463.100	9595.000	1463.100	0.000	1463.100	-Inf	1463.100	NaN	1463.100	NaN
1465.100	9559.000	1465.100	0.000	1465.100	-Inf	1465.100	NaN	1465.100	NaN
1467.100	9478.000	1467.100	0.000	1467.100	NaN	1467.100	-Inf	1467.100	NaN
1469.000	9525.000	1469.000	0.000	1469.000	NaN	1469.000	NaN	1469.000	NaN
1471.000	9518.000	1471.000	0.000	1471.000	-Inf	1471.000	NaN	1471.000	NaN
1473.000	9478.000	1473.000	1.000	1473.000	-0.778	1473.000	NaN	1473.000	NaN
1475.000	9544.000	1475.000	0.000	1475.000	-Inf	1475.000	NaN	1475.000	NaN
1476.900	9573.000	1476.900	0.000	1476.900	NaN	1476.900	NaN	1476.900	NaN
1478.900	9546.000	1478.900	0.000	1478.900	-Inf	1478.900	NaN	1478.900	NaN
1480.900	9568.000	1480.900	0.000	1480.900	NaN	1480.900	NaN	1480.900	NaN
1482.900	9548.000	1482.900	0.000	1482.900	-Inf	1482.900	NaN	1482.900	NaN
1484.800	9478.000	1484.800	0.000	1484.800	NaN	1484.800	-Inf	1484.800	NaN
1486.800	9564.000	1486.800	0.000	1486.800	NaN	1486.800	NaN	1486.800	NaN
1488.800	9519.000	1488.800	0.000	1488.800	-Inf	1488.800	NaN	1488.800	NaN
1490.800	9573.000	1490.800	0.000	1490.800	-Inf	1490.800	-Inf	1490.800	NaN
1492.700	9571.000	1492.700	0.000	1492.700	-Inf	1492.700	NaN	1492.700	-Inf
1494.700	9464.000	1494.700	0.000	1494.700	NaN	1494.700	NaN	1494.700	NaN
1496.700	9594.000	1496.700	0.000	1496.700	-Inf	1496.700	NaN	1496.700	NaN
1498.600	9448.000	1498.600	0.000	1498.600	NaN	1498.600	NaN	1498.600	NaN
1500.600	9469.000	1500.600	0.000	1500.600	NaN	1500.600	-Inf	1500.600	NaN
1502.600	9515.000	1502.600	7.000	1502.600	-0.155	1502.600	NaN	1502.600	0.146
1504.600	9511.000	1504.600	2.000	1504.600	-0.301	1504.600	NaN	1504.600	NaN
1506.500	9624.000	1506.500	0.000	1506.500	NaN	1506.500	-Inf	1506.500	NaN
1508.500	9657.000	1508.500	0.000	1508.500	NaN	1508.500	NaN	1508.500	NaN
1510.500	9570.000	1510.500	0.000	1510.500	-Inf	1510.500	NaN	1510.500	NaN
1512.500	9590.000	1512.500	0.000	1512.500	-Inf	1512.500	NaN	1512.500	NaN
1514.400	9585.000	1514.400	0.000	1514.400	-Inf	1514.400	NaN	1514.400	NaN
1516.400	9672.000	1516.400	0.000	1516.400	-Inf	1516.400	-Inf	1516.400	NaN
1518.400	9517.000	1518.400	0.000	1518.400	-Inf	1518.400	NaN	1518.400	NaN
1520.300	9449.000	1520.300	0.000	1520.300	-Inf	1520.300	-Inf	1520.300	NaN
1522.300	9543.000	1522.300	0.000	1522.300	-Inf	1522.300	NaN	1522.300	NaN
1524.300	9626.000	1524.300	0.000	1524.300	-Inf	1524.300	-Inf	1524.300	NaN
1526.300	9593.000	1526.300	0.000	1526.300	NaN	1526.300	NaN	1526.300	NaN
1528.200	9539.000	1528.200	0.000	1528.200	NaN	1528.200	NaN	1528.200	NaN
1530.200	9511.000	1530.200	0.000	1530.200	-Inf	1530.200	NaN	1530.200	NaN
1532.200	9513.000	1532.200	0.000	1532.200	NaN	1532.200	NaN	1532.200	NaN
1534.200	9493.000	1534.200	0.000	1534.200	NaN	1534.200	NaN	1534.200	NaN
1536.100	9594.000	1536.100	0.000	1536.100	-Inf	1536.100	-Inf	1536.100	NaN
1538.100	9601.000	1538.100	0.000	1538.100	NaN	1538.100	NaN	1538.100	NaN
1540.100	9604.000	1540.100	0.000	1540.100	-Inf	1540.100	NaN	1540.100	NaN
1542.000	9634.000	1542.000	0.000	1542.000	NaN	1542.000	NaN	1542.000	NaN
1544.000	9486.000	1544.000	0.000	1544.000	-Inf	1544.000	NaN	1544.000	NaN
1546.000	9490.000	1546.000	0.000	1546.000	NaN	1546.000	NaN	1546.000	NaN
1548.000	9561.000	1548.000	0.000	1548.000	-Inf	1548.000	NaN	1548.000	NaN
1549.900	9569.000	1549.900	0.000	1549.900	-Inf	1549.900	NaN	1549.900	NaN
1551.900	9565.000	1551.900	0.000	1551.900	-Inf	1551.900	NaN	1551.900	-Inf
1553.900	9577.000	1553.900	0.000	1553.900	NaN	1553.900	NaN	1553.900	NaN
1555.900	9428.000	1555.900	0.000	1555.900	-Inf	1555.900	-Inf	1555.900	NaN
1557.800	9669.000	1557.800	0.000	1557.800	NaN	1557.800	NaN	1557.800	NaN
1559.800	9524.000	1559.800	0.000	1559.800	NaN	1559.800	NaN	1559.800	NaN
1561.800	9584.000	1561.800	0.000	1561.800	NaN	1561.800	NaN	1561.800	-Inf
1563.700	9666.000	1563.700	0.000	1563.700	NaN	1563.700	NaN	1563.700	NaN
1565.700	9584.000	1565.700	0.000	1565.700	NaN	1565.700	NaN	1565.700	NaN
1567.700	9597.000	1567.700	0.000	1567.700	-Inf	1567.700	NaN	1567.700	NaN
1569.700	9535.000	1569.700	0.000	1569.700	NaN	1569.700	NaN	1569.700	NaN
1571.600	9534.000	1571.600	0.000	1571.600	-Inf	1571.600	NaN	1571.600	NaN
1573.600	9543.000	1573.600	0.000	1573.600	-Inf	1573.600	NaN	1573.600	NaN
1575.600	9621.000	1575.600	0.000	1575.600	-Inf	1575.600	NaN	1575.600	NaN
1577.500	9491.000	1577.500	0.000	1577.500	-Inf	1577.500	NaN	1577.500	NaN
1579.500	9456.000	1579.500	0.000	1579.500	-Inf	1579.500	NaN	1579.500	NaN
1581.500	9533.000	1581.500	0.000	1581.500	-Inf	1581.500	-Inf	1581.500	NaN
1583.500	9516.000	1583.500	0.000	1583.500	NaN	1583.500	NaN	1583.500	NaN
1585.400	9619.000	1585.400	0.000	1585.400	NaN	1585.400	NaN	1585.400	NaN
1587.400	9577.000	1587.400	0.000	1587.400	NaN	1587.400	NaN	1587.400	NaN
1589.400	9586.000	1589.400	0.000	1589.400	NaN	1589.400	NaN	1589.400	NaN
1591.300	9536.000	1591.300	0.000	1591.300	-Inf	1591.300	NaN	1591.300	-Inf
1593.300	9599.000	1593.300	0.000	1593.300	NaN	1593.300	NaN	1593.300	NaN
1595.300	9585.000	1595.300	0.000	1595.300	NaN	1595.300	NaN	1595.300	NaN
1597.300	9533.000	1597.300	0.000	1597.300	NaN	1597.300	NaN	1597.300	NaN
1599.200	9522.000	1599.200	0.000	1599.200	NaN	1599.200	-Inf	1599.200	NaN
1601.200	9553.000	1601.200	8.000	1601.200	-0.051	1601.200	-0.273	1601.200	NaN
1603.200	9617.000	1603.200	0.000	1603.200	NaN	1603.200	NaN	1603.200	NaN
1605.200	9548.000	1605.200	0.000	1605.200	NaN	1605.200	-Inf	1605.200	NaN
1607.100	9532.000	1607.100	0.000	1607.100	-Inf	1607.100	NaN	1607.100	NaN
1609.100	9526.000	1609.100	0.000	1609.100	NaN	1609.100	NaN	1609.100	NaN
1611.100	9558.000	1611.100	4.000	1611.100	-0.301	1611.100	NaN	1611.100	NaN
1613.000	9589.000	1613.000	4.000	1613.000	-0.176	1613.000	NaN	1613.000	NaN
1615.000	9581.000	1615.000	0.000	1615.000	-Inf	1615.000	NaN	1615.000	-Inf
1617.000	9545.000	1617.000	0.000	1617.000	-Inf	1617.000	NaN	1617.000	NaN
1619.000	9459.000	1619.000	0.000	1619.000	NaN	1619.000	-Inf	1619.000	-Inf
1620.900	9503.000	1620.900	0.000	1620.900	-Inf	1620.900	-Inf	1620.900	NaN
1622.900	9491.000	1622.900	0.000	1622.900	NaN	1622.900	NaN	1622.900	NaN
1624.900	9561.000	1624.900	0.000	1624.900	NaN	1624.900	NaN	1624.900	NaN
1626.800	9506.000	1626.800	0.000	1626.800	-Inf	1626.800	NaN	1626.800	NaN
1628.800	9521.000	1628.800	13.000	1628.800	NaN	1628.800	NaN	1628.800	0.813
1630.800	9552.000	1630.800	0.000	1630.800	-Inf	1630.800	NaN	1630.800	NaN
1632.700	9623.000	1632.700	0.000	1632.700	NaN	1632.700	NaN	1632.700	NaN
1634.700	9578.000	1634.700	1.000	1634.700	-1.041	1634.700	-1.477	1634.700	NaN
1636.700	9564.000	1636.700	0.000	1636.700	-Inf	1636.700	-Inf	1636.700	NaN
1638.700	9531.000	1638.700	0.000	1638.700	-Inf	1638.700	NaN	1638.700	NaN
1640.600	9603.000	1640.600	0.000	1640.600	-Inf	1640.600	NaN	1640.600	NaN
1642.600	9546.000	1642.600	0.000	1642.600	NaN	1642.600	NaN	1642.600	NaN
1644.600	9819.000	1644.600	0.000	1644.600	-Inf	1644.600	NaN	1644.600	NaN
1646.500	9527.000	1646.500	0.000	1646.500	NaN	1646.500	-Inf	1646.500	-Inf
1648.500	9546.000	1648.500	0.000	1648.500	-Inf	1648.500	-Inf	1648.500	NaN
1650.500	9672.000	1650.500	0.000	1650.500	-Inf	1650.500	NaN	1650.500	NaN
1652.500	9534.000	1652.500	0.000	1652.500	-Inf	1652.500	-Inf	1652.500	NaN
1654.400	9551.000	1654.400	0.000	1654.400	NaN	1654.400	NaN	1654.400	NaN
1656.400	9531.000	1656.400	0.000	1656.400	NaN	1656.400	NaN	1656.400	NaN
1658.400	9421.000	1658.400	0.000	1658.400	-Inf	1658.400	NaN	1658.400	NaN
1660.300	9683.000	1660.300	0.000	1660.300	NaN	1660.300	NaN	1660.300	NaN
1662.300	9473.000	1662.300	0.000	1662.300	-Inf	1662.300	NaN	1662.300	NaN
1664.300	9578.000	1664.300	2.000	1664.300	-0.740	1664.300	NaN	1664.300	NaN
1666.300	9592.000	1666.300	0.000	1666.300	NaN	1666.300	NaN	1666.300	NaN
1668.200	9592.000	1668.200	0.000	1668.200	-Inf	1668.200	NaN	1668.200	NaN
1670.200	9603.000	1670.200	0.000	1670.200	NaN	1670.200	NaN	1670.200	-Inf
1672.200	9551.000	1672.200	0.000	1672.200	-Inf	1672.200	NaN	1672.200	NaN
1674.100	9539.000	1674.100	0.000	1674.100	NaN	1674.100	-Inf	1674.100	NaN
1676.100	9612.000	1676.100	0.000	1676.100	-Inf	1676.100	-Inf	1676.100	NaN
1678.100	9565.000	1678.100	1.000	1678.100	-1.000	1678.100	NaN	1678.100	NaN
1680.000	9606.000	1680.000	0.000	1680.000	-Inf	1680.000	NaN	1680.000	-Inf
1682.000	9570.000	1682.000	0.000	1682.000	-Inf	1682.000	NaN	1682.000	-Inf
1684.000	9530.000	1684.000	0.000	1684.000	NaN	1684.000	NaN	1684.000	NaN
1686.000	9463.000	1686.000	0.000	1686.000	-Inf	1686.000	NaN	1686.000	NaN
1687.900	9611.000	1687.900	0.000	1687.900	-Inf	1687.900	-Inf	1687.900	NaN
1689.900	9542.000	1689.900	0.000	1689.900	-Inf	1689.900	NaN	1689.900	NaN
1691.900	9884.000	1691.900	0.000	1691.900	NaN	1691.900	NaN	1691.900	NaN
1693.800	9649.000	1693.800	0.000	1693.800	NaN	1693.800	NaN	1693.800	NaN
1695.800	9557.000	1695.800	0.000	1695.800	NaN	1695.800	NaN	1695.800	-Inf
1697.800	9609.000	1697.800	0.000	1697.800	-Inf	1697.800	NaN	1697.800	NaN
1699.800	9598.000	1699.800	0.000	1699.800	-Inf	1699.800	NaN	1699.800	NaN
1701.700	9602.000	1701.700	0.000	1701.700	NaN	1701.700	-Inf	1701.700	NaN
1703.700	9660.000	1703.700	6.000	1703.700	-0.336	1703.700	0.176	1703.700	NaN
1705.700	9590.000	1705.700	0.000	1705.700	-Inf	1705.700	-Inf	1705.700	NaN
1707.600	9587.000	1707.600	0.000	1707.600	-Inf	1707.600	NaN	1707.600	-Inf
1709.600	9579.000	1709.600	0.000	1709.600	NaN	1709.600	NaN	1709.600	NaN
1711.600	9556.000	1711.600	0.000	1711.600	-Inf	1711.600	NaN	1711.600	NaN
1713.500	9766.000	1713.500	0.000	1713.500	-Inf	1713.500	NaN	1713.500	NaN
1715.500	9706.000	1715.500	0.000	1715.500	-Inf	1715.500	NaN	1715.500	NaN
1717.500	9540.000	1717.500	0.000	1717.500	NaN	1717.500	NaN	1717.500	NaN
1719.500	9630.000	1719.500	0.000	1719.500	-Inf	1719.500	NaN	1719.500	NaN
1721.400	9512.000	1721.400	0.000	1721.400	-Inf	1721.400	NaN	1721.400	NaN
1723.400	9669.000	1723.400	0.000	1723.400	-Inf	1723.400	NaN	1723.400	NaN
1725.400	9604.000	1725.400	0.000	1725.400	NaN	1725.400	NaN	1725.400	NaN
1727.300	9537.000	1727.300	0.000	1727.300	-Inf	1727.300	NaN	1727.300	NaN
1729.300	9560.000	1729.300	0.000	1729.300	NaN	1729.300	-Inf	1729.300	NaN
1731.300	9572.000	1731.300	0.000	1731.300	-Inf	1731.300	-Inf	1731.300	NaN
1733.200	9581.000	1733.200	0.000	1733.200	-Inf	1733.200	NaN	1733.200	NaN
1735.200	9550.000	1735.200	0.000	1735.200	-Inf	1735.200	NaN	1735.200	NaN
1737.200	9567.000	1737.200	1.000	1737.200	-1.079	1737.200	-1.176	1737.200	NaN
1739.200	9614.000	1739.200	0.000	1739.200	-Inf	1739.200	NaN	1739.200	NaN
1741.100	9645.000	1741.100	0.000	1741.100	NaN	1741.100	-Inf	1741.100	-Inf
